name,hp,atk,def,spa,spd,spe,weight,height,formats,generation,format codes,Weaknesses,Strong Weaknesses,Resists,Strong Resists,Immune,STAB,Resistance Index,Entry Hazards,Hazard Removal,Removal Deterrent,Cleric,Pivot,Item Removal,Setup,Priority,HP Drain,HP Recovery,Weather Set,Weather Gimmick,Physical Cutoff 1,Physical Cutoff 2,Physical Cutoff 3,Physical Cutoff 4,Physical Cutoff 5,Physical Cutoff 6,Physical Coverage 1,Physical Coverage 2,Physical Coverage 3,Physical Coverage 4,Special Cutoff 1,Special Cutoff 2,Special Cutoff 3,Special Cutoff 4,Special Cutoff 5,Special Cutoff 6,Special Cutoff 7,Special Coverage 1,Special Coverage 2,Special Coverage 3,Special Coverage 4,Special Coverage 5,Special Coverage 6,Special Coverage 7,Special Coverage 8,Special Coverage 9,Special Coverage 10,Misc Status,Unique Powerful Move,Ability Cutoff 1,Ability Cutoff 2,Ability Cutoff 3,Ability Cutoff 4,Ability Cutoff 5,Ability Cutoff 6,Best Ability,Best Ability <100,Unique Powerful Ability,oldformats,oldformat codes
Cubone,50,50,95,40,50,35,6.5,0.4,ZU,RB,0,3,0,2,0,1,1,3,2,0,0,0,0,2,4,0,0,0,0,1,23,13,8,4,2,1,10,10,7,2.0,8,6,6,5,5,4,3,6,6,6,6,4,2.0,2.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,70.0,70.0,0,ZU,0
Marowak,60,80,110,50,80,45,45.0,1.0,PU,RB,1,3,0,2,0,1,1,3,2,0,0,0,0,2,4,0,0,0,0,1,26,16,11,7,3,2,11,11,9,3.0,9,7,7,6,6,5,3,7,7,7,7,5,4.0,4.0,2.0,1.0,1.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,70.0,70.0,0,ZU,0
Hitmonlee,50,120,53,35,110,87,49.8,1.5,PU,RB,1,3,0,3,0,0,1,0,0,1,0,0,0,2,4,2,0,0,0,0,24,16,11,9,5,3,8,8,8,2.0,2,2,2,2,2,2,0,3,2,2,2,2,1.0,1.0,1.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,0.0,85.71428571428571,85.71428571428571,0,PU,1
Hitmonchan,50,105,79,35,110,76,50.2,1.4,PU,RB,1,3,0,3,0,0,1,0,0,1,0,0,0,0,3,2,2,0,0,0,22,15,11,8,4,3,8,8,8,2.0,2,2,2,2,2,2,0,3,2,2,2,2,1.0,1.0,1.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,33.33333333333333,0,ZU,0
Lickitung,90,55,75,60,75,30,65.5,1.2,ZU,RB,0,1,0,0,0,1,1,3,0,0,0,2,0,2,4,0,0,0,0,2,25,16,12,7,3,2,14,13,11,4.0,11,10,9,8,8,6,5,9,8,8,8,8,7.0,6.0,2.0,1.0,1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0,ZU,0
Koffing,40,65,95,60,45,35,1.0,0.6,ZU,RB,0,2,0,5,0,0,1,3,1,0,0,0,0,1,2,0,0,0,0,2,7,5,2,1,1,0,3,2,1,1.0,11,11,9,9,9,7,5,8,7,7,7,6,3.0,3.0,2.0,0.0,0.0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,95.45454545454545,0,ZU,0
Weezing,65,90,120,85,70,60,9.5,1.2,NU,RB,2,2,0,5,0,0,1,3,1,0,0,0,0,1,2,0,0,0,0,2,7,5,2,1,1,0,3,2,1,1.0,12,12,10,10,10,7,5,8,7,7,7,6,4.0,4.0,3.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,95.45454545454545,0,PU,1
Rhyhorn,80,85,95,30,30,25,115.0,1.0,ZU,RB,0,4,2,4,1,1,2,2,2,0,0,0,0,0,4,0,0,0,0,2,27,20,11,8,6,2,13,13,10,3.0,12,9,9,8,7,5,4,7,7,7,7,6,3.0,3.0,1.0,0.0,0.0,1,0,1.0,1.0,1.0,0.0,0.0,0.0,70.0,70.0,0,ZU,0
Rhydon,105,130,120,45,45,40,120.0,1.9,PU,RB,1,4,2,4,1,1,2,2,2,0,0,0,0,0,4,0,0,0,0,2,44,32,21,15,9,2,14,14,13,4.0,15,12,12,11,10,7,5,9,9,9,9,8,6.0,6.0,3.0,1.0,1.0,2,0,1.0,1.0,1.0,0.0,0.0,0.0,70.0,70.0,0,ZU,0
Chansey,250,5,5,35,105,50,34.6,1.1,UU,RB,4,1,0,0,0,1,1,3,2,0,0,3,1,0,3,0,2,1,0,2,21,13,9,5,1,1,9,9,9,2.0,15,14,13,12,9,7,6,9,8,8,8,7,5.0,4.0,2.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,60.0,0,UU,4
Tangela,65,55,115,100,40,60,35.0,1.0,PU,RB,1,5,0,4,0,0,1,-1,0,0,0,0,0,2,4,0,2,2,0,5,8,6,3,2,1,1,4,4,2,2.0,6,5,4,4,3,2,2,7,6,6,5,3,2.0,2.0,2.0,1.0,1.0,4,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,63.63636363636363,0,ZU,0
Kangaskhan,105,95,80,40,80,90,80.0,2.2,PU,RB,1,1,0,0,0,1,1,3,0,0,0,1,0,0,2,2,2,0,0,2,30,20,11,7,3,1,14,14,11,3.0,12,11,10,9,9,7,5,8,7,7,7,7,6.0,6.0,3.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,26.31578947368421,0,ZU,0
Horsea,30,40,70,70,25,60,8.0,0.4,ZU,RB,0,2,0,4,0,0,1,2,0,0,0,0,3,0,4,0,0,0,0,5,7,7,4,4,2,0,4,4,4,2.0,10,9,8,7,5,4,3,6,6,6,5,4,2.0,2.0,0.0,0.0,0.0,2,0,1.0,1.0,1.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,0,ZU,0
Seadra,55,65,95,95,45,85,25.0,1.2,ZU,RB,0,2,0,4,0,0,1,2,0,0,0,0,3,0,4,0,0,0,0,1,7,7,4,4,2,0,4,4,4,2.0,10,9,8,7,5,4,3,6,6,6,5,5,3.0,3.0,1.0,1.0,1.0,2,0,1.0,1.0,0.0,0.0,0.0,0.0,50.0,50.0,0,ZU,0
Goldeen,45,67,60,35,50,63,15.0,0.6,ZU,RB,0,2,0,4,0,0,1,2,0,0,0,0,3,2,4,1,0,0,0,5,10,10,5,5,3,0,9,8,7,2.0,9,7,5,4,4,3,3,5,5,5,5,2,2.0,2.0,0.0,0.0,0.0,2,0,1.0,1.0,1.0,0.0,0.0,0.0,70.0,70.0,0,ZU,0
Seaking,80,92,65,65,80,68,39.0,1.3,PU,RB,1,2,0,4,0,0,1,2,0,0,0,0,3,2,4,1,0,0,0,5,10,10,5,5,3,0,9,8,7,2.0,9,7,5,4,4,3,3,5,5,5,5,3,3.0,3.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,0.0,0.0,0.0,70.0,70.0,0,ZU,0
Staryu,30,45,55,70,55,85,34.5,0.8,ZU,RB,0,2,0,4,0,0,1,2,0,1,0,0,3,0,3,0,0,1,0,2,4,4,2,1,1,0,3,2,2,1.0,15,14,12,11,9,6,6,9,9,8,8,8,3.0,3.0,1.0,0.0,0.0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,66.66666666666666,0,ZU,0
Starmie,60,75,85,100,85,115,80.0,1.1,UU,RB,4,5,0,6,0,0,2,1,0,1,0,0,3,0,3,0,0,1,0,2,6,6,3,1,1,0,5,4,2,1.0,17,16,14,13,10,7,7,9,9,8,8,8,5.0,4.0,2.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,66.66666666666666,0,NU,2
Mr. Mime,40,45,65,100,120,90,54.5,1.3,PU,RB,1,3,0,1,1,1,2,4,0,0,0,1,1,0,4,3,2,0,0,2,16,9,6,3,1,0,8,8,7,2.0,15,14,12,12,11,8,5,11,9,9,9,7,4.0,4.0,4.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,0.0,83.33333333333334,83.33333333333334,0,ZU,0
Scyther,70,110,80,55,80,105,56.0,1.5,PU,RB,1,4,1,1,2,1,2,3,0,1,0,0,3,2,4,3,0,1,0,0,13,8,4,2,0,0,8,8,3,1.0,2,2,2,2,2,2,1,3,3,3,3,2,1.0,1.0,1.0,1.0,1.0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,54.54545454545454,54.54545454545454,0,PU,1
Jynx,65,50,35,115,95,95,40.6,1.4,PU,RB,1,6,0,2,0,0,2,-4,0,0,0,2,1,0,4,1,2,0,0,4,17,10,6,4,2,1,6,5,4,2.0,13,12,11,10,8,6,3,8,7,7,7,6,4.0,4.0,3.0,1.0,1.0,4,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,37.5,0,ZU,0
Electabuzz,65,83,57,95,85,105,30.0,1.1,ZU,RB,0,1,0,3,0,0,1,2,0,0,0,0,3,0,2,1,0,0,0,2,18,10,7,3,0,0,8,8,6,2.0,6,6,5,5,5,4,2,5,4,4,4,4,3.0,3.0,3.0,1.0,1.0,3,0,1.0,1.0,0.0,0.0,0.0,0.0,50.0,50.0,0,ZU,0
Magmar,65,95,57,100,85,93,44.5,1.3,ZU,RB,0,3,0,6,0,0,1,3,0,0,0,0,1,0,3,2,0,0,0,0,16,8,5,2,1,1,7,7,5,3.0,11,11,11,11,9,7,5,6,6,6,6,5,4.0,4.0,4.0,1.0,1.0,3,0,1.0,1.0,1.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,0,ZU,0
Pinsir,65,125,100,55,70,85,55.0,1.5,PU,RB,1,3,0,3,0,0,1,0,2,0,0,0,0,2,4,1,0,0,0,0,23,17,11,10,4,4,7,7,7,3.0,1,1,1,1,1,1,0,3,3,3,2,2,2.0,2.0,2.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,76.92307692307693,76.92307692307693,0,ZU,0
Tauros,75,100,95,40,70,110,88.4,1.4,RU,RB,3,1,0,0,0,1,1,3,0,0,0,0,0,0,2,0,0,0,0,2,23,18,12,9,5,3,10,10,10,4.0,9,8,7,6,6,4,4,5,5,5,5,5,4.0,4.0,2.0,1.0,1.0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,61.53846153846154,61.53846153846154,0,NU,2
Magikarp,20,10,55,15,20,80,10.0,0.9,ZU,RB,0,2,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,2,2,1,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,0,ZU,0
Gyarados,95,125,79,60,100,81,235.0,6.5,UU,RB,4,1,1,5,0,1,2,6,0,0,0,0,0,0,4,0,0,0,0,3,19,15,9,9,6,3,11,11,9,3.0,14,13,12,11,10,7,7,8,8,8,8,8,6.0,6.0,2.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,0.0,0.0,75.0,75.0,0,UU,4
Lapras,130,85,80,85,95,60,220.0,2.5,PU,RB,1,4,0,1,1,0,2,-1,0,0,0,1,0,0,4,2,0,0,0,2,14,12,7,6,5,0,9,9,8,3.0,14,12,11,10,8,6,5,7,7,7,7,6,5.0,5.0,3.0,1.0,1.0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,53.84615384615385,53.84615384615385,0,ZU,0
Ditto,48,48,48,48,48,48,4.0,0.3,ZU,RB,0,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,ZU,0
Eevee,55,55,50,45,65,55,6.5,0.3,ZU,RB,0,1,0,0,0,1,1,3,0,0,0,2,0,0,2,1,0,0,0,2,4,3,0,0,0,0,5,4,3,1.0,3,3,3,3,2,1,0,4,2,2,2,2,0.0,0.0,0.0,0.0,0.0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,0,ZU,0
Vaporeon,130,65,60,110,95,65,29.0,1.0,NU,RB,2,2,0,4,0,0,1,2,0,0,0,2,3,0,2,1,0,0,0,2,7,5,2,2,2,0,6,6,4,1.0,10,9,8,7,6,4,3,6,4,4,4,4,3.0,3.0,1.0,1.0,1.0,2,0,1.0,1.0,0.0,0.0,0.0,0.0,53.84615384615385,53.84615384615385,0,NU,2
Jolteon,65,65,60,110,95,130,24.5,0.8,PU,RB,1,1,0,3,0,0,1,2,0,0,0,2,3,0,3,1,0,0,0,2,7,5,2,1,0,0,7,6,4,1.0,7,7,6,6,5,3,1,5,3,3,3,3,2.0,2.0,2.0,1.0,1.0,3,0,1.0,1.0,1.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,0,PU,1
Flareon,65,130,60,95,110,65,25.0,0.9,PU,RB,1,3,0,6,0,0,1,3,0,0,0,2,0,0,5,1,0,0,0,2,8,6,2,2,1,1,6,6,5,3.0,12,12,12,12,9,6,5,7,5,5,5,4,3.0,3.0,3.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,77.77777777777779,0,ZU,0
Porygon,65,60,70,85,75,40,36.5,0.8,ZU,RB,0,1,0,0,0,1,1,3,0,0,0,0,1,0,3,0,0,1,0,2,6,4,2,1,1,0,5,5,4,1.0,11,10,9,8,7,6,4,5,5,5,5,5,4.0,3.0,2.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,66.66666666666666,0,ZU,0
Omanyte,35,40,100,90,55,35,7.5,0.4,ZU,RB,0,3,1,4,1,0,2,1,3,0,0,0,0,2,5,0,0,0,0,5,10,9,4,3,2,0,5,5,3,1.0,10,7,6,5,5,4,3,5,5,5,5,3,2.0,2.0,0.0,0.0,0.0,2,0,1.0,1.0,1.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,0,ZU,0
Omastar,70,60,125,115,70,55,35.0,1.0,NU,RB,2,3,1,4,1,0,2,1,3,0,0,0,0,2,5,0,0,0,0,5,14,13,8,7,5,1,6,5,5,1.0,10,7,6,5,5,4,3,5,5,5,5,4,3.0,3.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,0,NU,2
Kabuto,30,80,90,55,45,55,11.5,0.5,ZU,RB,0,3,1,4,1,0,2,1,2,1,0,0,0,2,3,2,2,0,0,5,11,10,5,5,4,1,7,7,4,1.0,10,7,6,5,5,4,3,6,6,5,5,3,2.0,2.0,0.0,0.0,0.0,1,0,1.0,1.0,1.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,0,ZU,0
Kabutops,60,115,105,65,70,80,40.5,1.3,ZU,RB,0,3,1,4,1,0,2,1,2,1,0,0,3,2,4,2,2,0,0,5,18,15,10,8,4,1,10,10,6,2.0,10,7,6,5,5,4,3,6,6,5,5,4,3.0,3.0,1.0,1.0,1.0,1,0,1.0,1.0,1.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,0,ZU,0
Aerodactyl,80,105,65,60,75,130,59.0,1.8,RU,RB,3,5,0,5,0,1,2,4,2,1,0,0,0,0,4,0,0,1,0,3,22,17,10,9,6,3,13,13,9,2.0,7,6,6,6,5,4,3,6,6,6,6,5,3.0,3.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,0.0,0.0,0.0,65.21739130434783,65.21739130434783,0,NU,2
Snorlax,160,110,65,65,110,30,460.0,2.1,RU,RB,3,1,0,0,0,1,1,3,0,0,0,0,0,0,3,0,0,0,0,2,33,27,21,15,7,1,14,13,13,5.0,14,13,12,11,10,8,6,10,9,9,9,9,7.0,7.0,4.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0,1.0,0.0,85.71428571428571,85.71428571428571,0,RU,3
Articuno,90,85,100,95,125,85,55.4,1.7,ZU,RB,0,3,1,2,0,1,2,1,0,1,0,1,3,0,3,2,0,1,0,3,7,7,4,4,3,2,5,5,2,2.0,8,6,5,4,4,4,3,8,7,6,6,4,3.0,3.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,0.0,0.0,0.0,65.21739130434783,65.21739130434783,0,ZU,0
Zapdos,90,90,85,125,90,100,52.6,1.6,OU,RB,5,2,0,5,0,1,2,7,0,1,0,0,3,0,3,0,0,1,0,3,5,5,3,3,1,1,5,5,3,2.0,6,5,5,5,5,3,2,8,7,6,6,5,3.0,3.0,2.0,1.0,1.0,3,0,1.0,1.0,1.0,0.0,0.0,0.0,65.21739130434783,65.21739130434783,0,OU,5
Moltres,90,100,90,125,85,90,60.0,2.0,OU,RB,5,2,1,4,2,1,2,8,0,1,0,0,3,0,3,0,0,1,0,3,5,5,3,3,2,2,5,5,3,3.0,11,10,10,10,8,6,5,7,7,6,6,4,3.0,3.0,2.0,1.0,1.0,3,0,1.0,1.0,1.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,0,UU,4
Dratini,41,64,45,50,50,50,3.3,1.8,ZU,RB,0,3,0,4,0,0,1,1,0,0,0,0,0,0,4,2,0,0,0,2,9,7,4,4,1,0,5,5,4,2.0,13,12,11,10,8,6,6,6,6,6,6,6,6.0,6.0,3.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1,ZU,0
Dragonair,61,84,65,70,70,70,16.5,4.0,ZU,RB,0,3,0,4,0,0,1,1,0,0,0,0,0,0,4,2,0,0,0,2,9,7,4,4,1,0,5,5,4,2.0,13,12,11,10,8,6,6,6,6,6,6,6,6.0,6.0,3.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1,ZU,0
Dragonite,91,134,95,100,100,80,210.0,2.2,OU,RB,5,3,1,4,1,1,2,5,0,1,0,1,0,0,4,2,0,1,0,3,26,19,15,13,5,2,13,13,11,3.0,17,16,15,14,12,9,7,9,8,8,8,8,8.0,8.0,4.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,26.31578947368421,0,OU,5
Mewtwo,106,110,90,154,90,130,122.0,2.0,Uber,RB,6,3,0,2,0,0,1,-1,0,0,0,0,1,0,4,0,2,1,0,3,26,18,12,7,4,2,13,13,12,2.0,22,20,17,16,14,11,7,12,11,11,11,9,7.0,7.0,4.0,1.0,1.0,3,1,1.0,1.0,1.0,0.0,0.0,0.0,65.21739130434783,65.21739130434783,0,Uber,6
Mew,100,100,100,100,100,100,4.0,0.4,Uber,RB,6,3,0,2,0,0,1,-1,3,1,0,1,3,2,4,2,2,1,0,3,80,68,52,39,25,10,18,18,18,10.0,48,45,42,40,33,24,16,18,18,18,18,18,9.0,9.0,6.0,1.0,1.0,3,0,1.0,0.0,0.0,0.0,0.0,0.0,27.27272727272727,27.27272727272727,0,UU,4
Igglybuff,90,30,15,40,20,15,1.0,0.3,ZU,GS,0,2,0,2,0,2,2,8,0,0,2,2,0,0,2,0,1,0,0,1,10,7,3,3,1,0,6,5,5,1.0,8,7,6,6,4,4,3,9,8,7,7,5,3.0,2.0,1.0,0.0,0.0,3,0,1.0,1.0,1.0,1.0,1.0,0.0,83.33333333333334,83.33333333333334,0,ZU,0
Togepi,35,20,65,40,65,20,1.5,0.3,ZU,GS,0,2,0,3,0,1,1,5,0,0,0,2,0,0,4,0,1,1,0,1,9,6,3,2,1,0,6,5,3,1.0,14,13,12,12,9,8,6,9,8,8,8,6,3.0,3.0,2.0,0.0,0.0,3,0,1.0,1.0,1.0,1.0,0.0,0.0,75.0,75.0,0,ZU,0
Togetic,55,40,85,80,105,40,3.2,0.6,PU,GS,1,5,0,2,2,2,2,9,0,1,0,2,0,0,4,0,2,1,0,1,13,8,4,3,1,0,7,6,5,3.0,15,14,13,13,10,8,6,12,11,10,10,6,4.0,4.0,3.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,0.0,0.0,75.0,75.0,0,ZU,0
Cleffa,50,25,28,45,55,15,3.0,0.3,ZU,GS,0,2,0,3,0,1,1,5,0,0,0,2,0,0,3,0,1,1,0,1,10,6,3,2,1,0,6,5,5,1.0,10,9,8,8,6,5,4,10,9,8,8,5,3.0,2.0,1.0,0.0,0.0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,16.666666666666664,0,ZU,0
Bellossom,75,80,95,90,100,50,5.8,0.4,PU,GS,1,5,0,4,0,0,1,-1,0,0,0,0,0,0,5,0,2,2,0,5,6,6,4,3,2,1,3,3,3,1.0,7,7,6,6,5,4,4,5,4,4,4,4,2.0,2.0,2.0,1.0,1.0,4,0,1.0,1.0,0.0,0.0,0.0,0.0,63.63636363636363,63.63636363636363,0,ZU,0
Marill,70,20,50,20,50,40,8.5,0.4,ZU,GS,0,3,0,6,0,1,2,7,0,0,0,0,0,2,3,2,1,0,0,2,16,9,5,5,2,0,10,9,8,3.0,11,9,8,7,5,4,3,5,5,5,5,4,3.0,3.0,1.0,0.0,0.0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,85.71428571428571,0,ZU,0
Azumarill,100,50,80,60,80,50,28.5,0.8,OU,GS,5,3,0,6,0,1,2,7,0,0,0,0,0,2,3,2,1,0,0,2,17,10,6,6,3,0,10,9,8,3.0,12,10,9,8,6,5,3,6,6,6,6,5,5.0,5.0,3.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,85.71428571428571,0,UU,4
Tyrogue,35,35,35,35,35,35,21.0,0.7,ZU,GS,0,3,0,3,0,0,1,0,0,1,0,0,0,0,5,2,0,0,0,0,13,8,5,4,2,1,5,5,4,2.0,0,0,0,0,0,0,0,2,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,33.33333333333333,0,ZU,0
Hitmontop,50,95,95,35,110,70,48.0,1.4,PU,GS,1,3,0,3,0,0,1,0,0,1,0,0,0,0,3,3,0,0,0,0,19,12,9,7,5,4,7,6,4,2.0,1,1,1,1,1,1,0,4,3,2,2,2,1.0,1.0,1.0,0.0,0.0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,61.53846153846154,61.53846153846154,0,PU,1
Noctowl,100,50,50,86,96,70,40.8,1.6,ZU,GS,0,3,0,2,0,2,2,7,0,1,0,0,0,0,4,0,0,1,0,3,5,4,2,1,0,0,5,5,3,2.0,10,10,10,10,9,6,3,8,7,6,6,6,3.0,3.0,2.0,1.0,1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,33.33333333333333,0,ZU,0
Qwilfish,65,95,85,55,55,85,3.9,0.5,PU,GS,1,3,0,8,0,0,2,5,3,0,0,0,0,0,4,2,0,0,0,5,14,12,7,6,4,0,11,8,6,2.0,11,10,9,8,8,7,5,6,6,6,6,4,2.0,2.0,0.0,0.0,0.0,3,0,1.0,1.0,1.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,0,ZU,0
Corsola,65,55,95,65,95,35,5.0,0.6,ZU,GS,0,3,1,4,1,0,2,1,2,0,0,0,0,0,3,2,0,2,0,1,17,15,10,9,7,2,7,6,5,2.0,12,10,9,8,8,6,4,7,7,7,7,6,2.0,2.0,0.0,0.0,0.0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,40.0,0,ZU,0
Mantine,85,40,70,80,140,70,220.0,2.1,UU,GS,4,1,1,5,0,1,2,6,0,1,0,0,0,0,3,0,0,1,0,5,18,18,12,10,6,1,10,10,9,2.0,10,9,7,6,6,5,4,7,6,5,5,4,4.0,4.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,0,NU,2
Raikou,90,85,75,115,100,115,178.0,1.9,UU,GS,4,1,0,3,0,0,1,2,0,0,0,0,3,0,3,2,0,0,0,2,11,9,6,4,2,0,6,6,5,1.0,7,7,7,6,6,5,2,8,7,7,7,6,2.0,2.0,2.0,1.0,1.0,3,0,1.0,1.0,1.0,0.0,0.0,0.0,65.21739130434783,65.21739130434783,0,RU,3
Entei,115,115,85,90,75,100,198.0,2.1,UU,GS,4,3,0,6,0,0,1,3,0,0,0,0,0,0,3,2,0,0,0,2,13,10,5,4,4,2,7,7,6,2.0,9,9,9,8,7,5,4,6,6,6,6,4,2.0,2.0,2.0,2.0,2.0,3,1,1.0,1.0,1.0,0.0,0.0,0.0,65.21739130434783,65.21739130434783,0,RU,3
Suicune,100,75,115,90,115,85,187.0,2.0,UU,GS,4,2,0,4,0,0,1,2,0,0,0,0,0,0,3,2,0,0,0,2,10,9,4,4,4,0,7,7,5,1.0,10,9,8,6,6,5,3,8,7,7,7,5,3.0,3.0,1.0,1.0,1.0,1,0,1.0,1.0,1.0,0.0,0.0,0.0,65.21739130434783,65.21739130434783,0,RU,3
Hoothoot,60,30,30,36,56,50,21.2,0.7,ZU,GS,0,3,0,2,0,2,2,7,0,1,0,0,0,0,4,0,0,1,0,3,5,4,2,1,0,0,5,5,3,2.0,9,9,9,9,8,5,3,8,7,6,6,6,2.0,1.0,0.0,0.0,0.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,33.33333333333333,0,ZU,0
Crobat,85,90,80,70,80,130,75.0,1.8,RU,GS,3,4,0,2,3,1,2,8,0,1,0,0,3,0,4,1,2,1,0,3,12,10,7,4,2,1,8,7,5,2.0,7,7,7,7,7,5,2,8,8,6,6,6,2.0,2.0,1.0,1.0,1.0,2,0,1.0,1.0,0.0,0.0,0.0,0.0,55.55555555555556,55.55555555555556,0,RU,3
Chinchou,75,38,38,56,56,67,12.0,0.5,ZU,GS,0,2,0,4,1,0,2,4,0,0,0,1,3,0,3,2,0,0,0,2,6,6,3,2,1,0,4,4,4,1.0,13,12,9,8,8,6,5,6,6,6,6,4,3.0,3.0,1.0,0.0,0.0,3,0,1.0,1.0,1.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,0,ZU,0
Lanturn,125,58,58,76,76,67,22.5,1.2,PU,GS,1,2,0,4,1,0,2,4,0,0,0,1,3,0,3,2,0,0,0,2,6,6,3,2,1,0,4,4,4,1.0,13,12,9,8,8,6,5,6,6,6,6,5,4.0,4.0,2.0,1.0,1.0,3,0,1.0,1.0,1.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,0,PU,1
Pichu,20,40,15,35,35,60,2.0,0.3,ZU,GS,0,1,0,3,0,0,1,2,0,0,0,1,3,0,4,1,0,0,0,2,14,9,6,5,2,1,5,4,4,2.0,4,4,4,4,3,1,1,5,4,3,3,3,1.0,1.0,1.0,0.0,0.0,3,0,1.0,1.0,1.0,0.0,0.0,0.0,70.0,70.0,0,ZU,0
Natu,40,50,45,70,45,70,2.0,0.2,ZU,GS,0,5,0,2,1,1,2,3,0,2,0,1,3,0,3,2,2,1,0,1,5,4,2,1,0,0,5,5,3,2.0,10,10,10,10,9,6,3,7,7,6,6,4,1.0,1.0,1.0,0.0,0.0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,27.27272727272727,0,ZU,0
Xatu,65,75,70,95,70,95,15.0,1.5,NU,GS,2,5,0,2,1,1,2,3,0,2,0,1,3,0,3,2,2,1,0,1,6,5,3,2,1,0,5,5,4,2.0,10,10,10,10,9,6,3,7,7,6,6,5,2.0,2.0,2.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,27.27272727272727,0,PU,1
Sudowoodo,70,100,115,30,65,30,38.0,1.2,ZU,GS,0,5,0,4,0,0,1,-1,2,0,0,0,0,0,3,2,0,0,0,1,30,23,16,11,8,3,9,9,9,4.0,1,1,1,1,1,1,0,2,2,2,2,2,0.0,0.0,0.0,0.0,0.0,2,0,1.0,1.0,0.0,0.0,0.0,0.0,57.14285714285714,57.14285714285714,0,ZU,0
